Australia,Austria,Belgium,Canada,Denmark,Finland,France,Germany,Italy,Japan,Netherlands,New Zealand,Norway,Spain,Sweden,Switzerland,UK,USA
2,1,NA,36,0,0,1,3,4,NA,0,1,1,2,0,NA,NA,137
0,1,NA,29,0,0,2,2,1,15,0,1,1,5,1,NA,NA,76
6,8,NA,30,0,0,2,3,2,7,2,1,0,3,1,NA,NA,185
2,4,1,53,0,0,0,2,3,18,4,0.001,3,0,2,NA,NA,193
1,0,0,41,2,0,1,5,1,21,1,1,2,2,3,NA,NA,275
0,1,NA,40,NA,0,1,11,2,27,NA,NA,2,3,1,2,NA,258
NA,0,NA,40,NA,0,0,7,2,8,1,NA,1,3,1,1,NA,317
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486
NA,NA,NA,NA,NA,NA,122,151,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,23,NA,NA,129,164,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
3,NA,NA,22,5,0,249,129,NA,NA,NA,NA,0,2,NA,NA,NA,NA
1,1,NA,18,1,0,384,191,NA,NA,NA,NA,0,2,NA,NA,NA,NA
0,10,NA,35,2,0,286,182,84,NA,NA,NA,0,3,NA,NA,NA,75
0,5,NA,32,1,0,325,0,117,NA,10,NA,0,28,0,NA,NA,62
0,2,NA,48,2,1,383,0,NA,NA,20,NA,0,36,0,NA,NA,63
2,8,NA,62,3,0,440,280,92,NA,20,NA,0,20,1,NA,NA,71
0,4,NA,67,3,0,521,201,274,NA,13,NA,1,27,0,NA,NA,98
0,17,NA,82,1,0,594,209,336,NA,17,NA,0,63,2,NA,NA,108
0,4,NA,76,0,0,547,165,190,NA,16,NA,5,59,3,NA,NA,92
1,5,NA,105,4,2,791,141,158,53,11,NA,0,67,11,NA,NA,100
2,2,NA,182,3,0,776,133,129,51,17,NA,3,65,7,NA,NA,116
0,7,96,172,9,1,734,192,143,82,15,NA,0,63,8,NA,NA,160
0,6,110,280,2,1,799,196,178,60,13,NA,0,48,7,NA,NA,108
1,6,140,235,2,2,728,233,231,59,17,NA,1,36,13,31,NA,92
2,8,145,230,1,5,820,216,153,51,20,NA,5,40,3,26,NA,108
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,21,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
10,NA,NA,10,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
1,NA,NA,17,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,6
2,NA,NA,18,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,6
2,NA,NA,15,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,4
5,NA,NA,24,NA,0,0,NA,NA,NA,NA,2,0,0,NA,NA,NA,0
1,NA,NA,22,NA,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,5
3,NA,NA,34,NA,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,14
0,NA,NA,27,NA,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,15
1,NA,NA,36,NA,0,0,NA,NA,NA,NA,0.002,0,0,0,NA,NA,17
0,NA,NA,47,NA,0,0,NA,NA,0,NA,NA,0,0,0,NA,NA,30
1,NA,NA,38,NA,0,0,NA,NA,0,NA,NA,0,0,0,NA,NA,78
1,NA,NA,47,NA,0,0,NA,NA,0,NA,1,0,0,0,NA,NA,52
1,NA,NA,44,NA,0,0,NA,NA,0,NA,NA,0,0,0,NA,NA,42
0,NA,NA,35,NA,0,0,NA,NA,0,NA,NA,0,0,0,NA,NA,594
NA,NA,NA,30,NA,0,0,NA,NA,0,NA,1,0,0,0,NA,NA,6109
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,0,161,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
NA,NA,NA,0,NA,NA,0,278,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
1,NA,NA,0,2,0,0,223,NA,NA,NA,NA,1,0,NA,NA,NA,1732
6,0,NA,0,4,0,0,65,NA,NA,NA,NA,1,0,NA,NA,NA,1509
6,1,NA,6,1,0,0,50,10,NA,NA,NA,2,0,NA,NA,NA,1444
0,7,NA,0,3,0,3,0,6,NA,6,NA,4,0,0,NA,NA,1761
3,3,NA,5,2,0,6,0,NA,NA,15,1,3,0,3,NA,NA,1819
0,8,NA,8,3,0,6,73,2,NA,12,2,3,0,0,NA,NA,1664
1,7,NA,7,2,0,4,45,8,NA,14,3,3,0,0,NA,NA,1376
1,5,NA,0,0,0,5,28,11,NA,11,6,5,3,2,NA,NA,1768
0,9,NA,5,2,0,2,17,3,NA,20,4,0,0,4,NA,NA,2197
7,7,NA,0,4,1,10,18,1,138,19,1,1,0,1,NA,NA,4025
3,10,NA,12,3,1,5,27,4,156,28,4,3,0,5,NA,NA,2590
26,6,7,33,15,0,11,17,6,124,28,126,21,0,5,NA,NA,2436
767,7,8,864,295,0,16,22,4,177,42,169,246,0,4,NA,NA,2837
782,9,4,1450,11,0,42,25,3,208,38,195,52,0,1,3,NA,2253
1113,11,NA,1785,177,1,25,20,0,265,20,92,17,0,1,3,NA,159
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4061
NA,NA,NA,NA,NA,NA,0,195,NA,NA,NA,NA,13,NA,NA,NA,NA,6495
NA,NA,NA,101,NA,NA,0,245,NA,NA,NA,NA,19,NA,NA,NA,NA,6391
22,NA,NA,42,17,6,0,255,NA,NA,NA,NA,17,80,NA,NA,NA,4209
6,19,NA,31,13,3,0,268,NA,NA,NA,NA,12,153,NA,NA,57,5412
24,6,NA,41,20,4,0,240,216,NA,NA,NA,15,498,NA,NA,43,11525
15,14,NA,32,25,1,21,0,191,NA,34,4,15,3335,82,NA,78,23594
26,16,NA,79,14,6,31,0,NA,NA,37,10,13,4863,61,NA,747,25329
15,26,NA,59,22,28,16,339,150,NA,43,12,14,10625,94,NA,NA,6155
18,35,NA,63,11,4,45,322,1071,NA,51,9,18,18226,92,NA,NA,10552
23,37,NA,98,19,9,50,334,1363,NA,47,9,11,44049,94,NA,NA,14074
9,33,NA,137,14,3,49,334,738,NA,29,8,18,44985,78,NA,NA,3789
15,26,NA,149,11,6,116,330,625,290,59,7,14,77755,215,NA,NA,1569
15,16,NA,111,17,3,99,302,842,448,50,5,17,51797,186,NA,NA,1491
24,15,62,164,9,5,125,284,1143,376,54,2,18,14120,205,NA,NA,1501
18,24,85,222,13,6,116,319,1625,167,56,7,19,9484,282,NA,NA,946
23,17,104,160,5,8,152,288,3362,181,48,3,20,7390,320,247,NA,NA
26,14,78,85,11,6,163,267,1670,243,42,2,21,7010,284,206,NA,NA
NA,NA,NA,NA,NA,160,NA,107041,NA,NA,NA,NA,6215,NA,20650,NA,NA,NA
NA,NA,NA,NA,NA,141,NA,68335,NA,NA,NA,NA,3244,NA,25659,NA,NA,NA
NA,NA,NA,NA,NA,434,441,54623,NA,NA,NA,NA,1726,NA,4607,NA,NA,18
3406,3382,NA,5120,NA,419,297,11141,NA,NA,NA,NA,1040,NA,1220,NA,NA,12
2065,2711,NA,3834,1473,65,198,6837,NA,NA,NA,NA,586,57,1805,NA,NA,5
1976,2397,NA,3689,367,46,297,8473,NA,NA,NA,NA,494,70,1272,NA,NA,13
2593,3648,47,2809,224,58,213,10222,940,NA,NA,NA,546,77,970,NA,NA,24
1731,3868,28,987,278,41,243,10421,1313,NA,NA,7,355,143,1224,NA,NA,30
1578,5994,75,871,281,44,333,12656,NA,NA,NA,19,247,121,1042,NA,NA,27
1420,4866,76,466,386,48,518,10489,1167,NA,NA,3,277,98,1174,NA,NA,34
478,5383,90,265,332,40,566,8437,2017,NA,NA,6,130,69,1401,NA,NA,54
242,5360,113,180,124,70,1227,7987,2091,NA,NA,6,133,191,872,NA,NA,53
189,4626,99,215,74,50,972,7026,1378,NA,NA,NA,160,164,641,NA,NA,49
175,3214,101,253,82,74,720,6579,1375,65,NA,1,133,188,1058,NA,NA,41
134,3024,80,251,105,122,548,6377,1146,41,NA,8,147,157,584,NA,NA,55
190,2924,123,246,112,146,528,6154,1959,49,NA,4,198,169,607,NA,NA,66
125,2423,113,168,50,71,411,6145,1435,73,212,0.002,130,107,538,NA,NA,NA
149,2526,148,180,87,42,366,6920,997,60,147,0.001,111,72,516,748,NA,NA
116,3872,110,180,51,28,334,9533,789,26,223,NA,107,115,520,660,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4574
NA,NA,NA,NA,NA,NA,0,17,NA,NA,NA,NA,2,NA,NA,NA,NA,4380
NA,NA,NA,30,NA,NA,0,21,NA,NA,NA,NA,16,NA,NA,NA,NA,3887
64,NA,NA,53,1,0,0,23,NA,NA,NA,NA,6,1,NA,NA,NA,6943
3,0,NA,17,1,0,0,18,NA,NA,NA,NA,11,1,NA,NA,673,9448
0,0,NA,27,1,1,0,12,1,NA,NA,NA,11,0,NA,NA,348,9439
2,0,NA,57,1,1,1,0,3,NA,5,1,15,1,0,NA,0,6331
0,0,NA,24,1,0,0,0,NA,NA,5,NA,14,0,5,NA,2564,10556
4,4,NA,50,1,1,3,27,2,NA,14,2,5,1,4,NA,NA,16664
18,0,NA,45,2,0,1,23,1,NA,4,5,9,1,1,NA,NA,17910
19,0,NA,74,0,0,0,22,14,NA,10,3,13,1,0,NA,NA,14295
19,0,NA,55,2,0,2,14,2,NA,7,3,14,1,5,NA,NA,12195
22,2,NA,39,1,0,0,15,3,72,5,6,8,2,4,NA,NA,14701
33,2,NA,56,0,0,1,25,0,60,12,4,2,0,5,NA,NA,12258
43,5,4,61,2,0,1,17,1,56,8,3,12,2,4,NA,NA,NA
46,0,0,26,2,0,2,15,3,35,9,12,1,2,2,NA,NA,NA
60,0,5,70,1,0,3,15,4,91,6,15,4,0,5,1,NA,NA
52,2,NA,90,1,0,4,28,8,84,5,9,4,3,7,1,NA,NA
NA,NA,325,NA,NA,NA,NA,NA,NA,14643,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,295,NA,NA,NA,NA,NA,NA,11779,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,307,NA,NA,NA,883,3551,NA,11946,NA,NA,111,NA,NA,NA,1000,NA
NA,NA,326,592,NA,NA,654,3845,NA,16360,NA,NA,112,NA,NA,NA,1000,NA
184,NA,279,601,122,11,567,3689,NA,39551,NA,NA,129,627,NA,NA,NA,NA
125,273,NA,550,113,24,700,4244,2373,21941,NA,NA,127,885,NA,NA,586,NA
167,305,323,645,109,19,821,4342,2169,26130,NA,NA,99,1612,NA,NA,324,NA
178,321,416,842,102,28,1005,4705,2645,45546,601,45,149,4116,198,NA,1571,NA
253,345,487,857,130,35,1205,4961,2412,29685,621,72,143,4298,249,NA,627,NA
326,346,472,759,136,29,1237,4714,2766,22669,661,144,171,4670,230,NA,NA,NA
334,392,451,865,106,45,1207,4690,5511,33352,709,158,199,7412,252,NA,NA,NA
362,410,584,933,155,74,1440,5034,5165,32237,673,155,218,16483,288,NA,NA,NA
460,448,737,976,149,71,1435,5518,8796,33943,817,117,299,24575,313,NA,NA,NA
538,383,1022,1209,203,81,2150,5972,10183,26953,867,155,325,32586,402,NA,2000,NA
681,475,996,1759,271,122,2292,6379,11863,22903,898,217,416,36134,401,NA,NA,NA
789,476,1209,2127,304,115,2463,6290,12645,14402,1164,227,393,27316,475,NA,NA,NA
911,442,1330,2480,245,114,2630,6390,9658,2954,1124,265,448,14400,436,NA,NA,NA
1206,408,1608,2600,267,99,2960,6127,8566,4719,1153,241,315,11883,380,2473,NA,NA
908,369,1342,1520,202,118,2558,6870,7097,4517,1152,227,443,9791,414,2152,1000,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
NA,NA,NA,NA,NA,NA,0,4,NA,NA,NA,NA,0,NA,NA,NA,1000,68
NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,0,NA,NA,NA,1000,64
48,NA,NA,NA,NA,0,0,6,NA,NA,NA,NA,0,0,NA,NA,NA,60
11,1,NA,NA,NA,0,0,28,NA,NA,NA,NA,0,0,NA,NA,300,103
8,0,NA,16,NA,0,0,6,10,NA,NA,NA,0,3,NA,NA,0,128
15,1,NA,22,NA,0,0,0,8,NA,0,4,1,0,0,NA,423,222
29,0,NA,16,NA,0,0,0,NA,NA,12,2,0,1,0,NA,203,238
27,1,NA,14,NA,0,0,9,4,NA,21,8,0,1,1,NA,NA,238
34,0,NA,19,NA,1,3,4,8,NA,5,12,2,0,0,NA,NA,416
55,0,NA,18,NA,0,1,5,12,NA,0,17,0,2,0,NA,NA,377
47,0,NA,11,NA,0,0,10,5,NA,17,16,1,2,0,NA,NA,NA
53,0,NA,8,NA,0,1,3,7,18,7,20,0,1,0,NA,NA,NA
52,0,NA,47,NA,0,2,4,4,7,5,15,0,1,0,NA,NA,NA
39,0,NA,74,NA,0,0,12,9,21,5,14,0,2,1,NA,NA,NA
30,4,NA,50,NA,0,0,61,8,20,7,12,3,1,0,NA,NA,59
37,1,1,155,NA,0,1,89,8,24,6,18,0,1,0,1,NA,51
28,4,NA,40,NA,0,1,56,1,15,10,19,3,1,3,1,NA,16
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79
NA,NA,NA,NA,NA,NA,93,166,NA,NA,NA,NA,1,NA,NA,NA,NA,120
NA,NA,NA,8,NA,NA,94,136,NA,NA,NA,NA,0,NA,NA,NA,NA,74
2,NA,NA,19,0,0,120,138,NA,NA,NA,NA,0,2,NA,NA,NA,100
0,9,NA,8,4,0,184,295,NA,NA,NA,NA,1,10,NA,NA,NA,186
0,6,NA,21,6,0,148,296,312,NA,NA,NA,1,13,NA,NA,NA,320
1,4,NA,22,4,0,188,0,438,NA,20,NA,0,26,1,NA,NA,257
0,5,NA,38,5,0,212,0,NA,NA,22,NA,0,44,1,NA,NA,255
2,12,NA,36,4,0,261,346,507,NA,24,NA,1,37,3,NA,NA,1505
2,10,NA,38,8,0,289,264,1310,NA,30,NA,2,51,6,NA,NA,841
0,16,NA,74,4,0,302,241,1417,NA,41,NA,2,140,8,NA,NA,NA
0,12,NA,96,2,0,338,184,856,NA,29,NA,0,148,1,NA,NA,NA
0,6,NA,143,1,4,392,157,524,47,20,NA,3,148,5,NA,NA,NA
1,13,NA,128,1,0,442,169,410,66,15,NA,1,168,6,NA,NA,NA
0,12,96,125,1,1,430,150,1334,92,12,NA,4,226,3,NA,NA,920
1,12,75,140,4,0,464,165,1105,77,24,NA,3,168,4,NA,NA,812
11,21,123,165,5,2,468,191,1255,170,11,NA,2,128,8,44,NA,902
NA,3,101,115,2,2,482,194,913,78,23,NA,3,135,4,42,NA,1079
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,868
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,871
NA,NA,NA,NA,NA,NA,0,87,NA,NA,NA,NA,2,NA,NA,NA,NA,745
NA,NA,NA,381,NA,NA,0,90,NA,NA,NA,NA,2,NA,NA,NA,NA,1015
2,NA,NA,246,48,0,0,85,NA,NA,NA,NA,7,2,NA,NA,NA,1225
1,6,NA,110,60,0,0,104,NA,NA,NA,NA,13,2,NA,NA,NA,1780
2,6,NA,182,23,2,0,68,38,NA,NA,NA,39,2,NA,NA,NA,2048
1,7,NA,281,33,1,17,0,46,NA,34,9,9,2,8,NA,NA,1916
7,9,NA,297,29,0,37,0,NA,NA,31,5,14,6,17,NA,NA,2238
7,4,NA,326,56,4,28,182,29,NA,31,6,46,0,152,NA,NA,1668
8,20,NA,352,38,6,28,148,32,NA,30,3,255,1,195,NA,NA,1639
67,10,NA,512,40,2,56,108,26,NA,31,8,82,6,327,NA,NA,1404
98,4,NA,565,19,4,87,77,43,NA,67,86,227,19,543,NA,NA,1492
511,1,NA,405,10,7,57,50,44,8,104,1,124,14,574,NA,NA,1566
756,5,NA,476,45,7,75,47,36,20,89,NA,70,4,358,NA,NA,1638
445,3,205,390,26,3,78,39,45,35,41,10,51,15,202,NA,NA,1436
339,3,212,464,27,21,68,36,52,26,48,35,80,9,159,NA,NA,1394
253,2,237,490,13,1,68,27,37,99,29,14,34,7,107,19,NA,2138
122,0,246,515,6,1,74,22,42,26,5,9,46,15,86,18,NA,2462
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2800
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2263
NA,NA,NA,NA,NA,NA,170,81,NA,NA,NA,NA,7,NA,NA,NA,NA,3553
NA,NA,NA,6,NA,NA,189,48,NA,NA,NA,NA,9,NA,NA,NA,NA,4022
0,NA,NA,9,5,0,1047,90,NA,NA,NA,NA,8,49,NA,NA,NA,5773
2,0,NA,6,1,0,1557,72,NA,NA,NA,NA,9,60,NA,NA,NA,4246
0,2,NA,0,1,0,410,49,129,NA,NA,NA,4,73,NA,NA,NA,3713
0,3,NA,0,0,0,317,0,218,NA,125,NA,4,177,11,NA,NA,3771
1,1,NA,0,2,2,367,0,NA,NA,177,NA,4,203,9,NA,NA,2986
0,2,NA,0,0,0,337,46,163,NA,132,NA,6,202,12,NA,NA,NA
0,2,NA,0,0,0,463,28,236,NA,191,NA,3,199,5,NA,NA,NA
0,3,NA,5,0,0,530,28,182,NA,164,NA,5,338,7,NA,NA,NA
1,3,NA,9,0,0,541,26,166,NA,136,NA,8,394,5,NA,NA,NA
0,5,NA,0,0,0,797,15,130,5,115,NA,7,553,10,NA,NA,895
0,4,NA,0,1,1,664,24,137,8,110,NA,4,589,12,NA,NA,690
0,0,21,0,2,0,638,24,179,15,167,NA,3,531,5,NA,NA,824
0,4,24,0,2,0,725,29,236,4,102,NA,7,364,5,NA,NA,860
0,4,20,NA,1,1,758,26,224,9,75,NA,5,225,9,45,NA,791
1,0,NA,NA,1,1,699,29,216,7,53,NA,5,228,8,60,NA,984
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,927
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,1309
NA,NA,NA,NA,NA,NA,559,57,NA,NA,NA,177,0,NA,NA,NA,NA,1458
NA,NA,NA,189,NA,NA,506,55,NA,NA,NA,233,6,NA,NA,NA,NA,2920
858,NA,NA,279,12,7,649,78,NA,NA,NA,303,5,0,NA,NA,NA,3392
526,18,NA,232,14,2,821,65,NA,NA,NA,340,4,0,NA,NA,NA,3771
382,20,NA,152,6,1,694,49,41,NA,NA,441,2,1,NA,NA,NA,3463
246,15,NA,239,5,6,646,0,6,NA,19,392,1,0,13,NA,NA,4161
366,24,NA,252,10,3,789,0,NA,NA,11,520,5,3,12,NA,NA,NA
507,35,NA,229,2,12,792,146,16,NA,16,432,10,0,11,NA,NA,NA
619,27,NA,274,25,2,675,147,33,NA,24,180,25,6,8,NA,NA,NA
564,40,NA,354,3,29,646,114,53,NA,15,157,14,4,13,NA,NA,NA
610,87,NA,385,2,19,638,108,68,NA,10,126,28,1,21,NA,NA,NA
571,42,NA,562,3,4,700,86,126,667,11,131,27,0,20,NA,NA,NA
705,46,NA,455,6,35,647,95,180,1021,6,159,36,6,15,NA,NA,NA
654,32,42,349,7,3,540,86,153,918,13,245,13,12,25,NA,NA,NA
731,19,46,196,12,6,644,73,94,1092,15,199,19,4,35,NA,NA,NA
875,7,57,190,17,11,596,74,81,1097,15,181,10,1,30,37,NA,NA
778,20,NA,195,10,9,489,100,69,1131,10,236,26,8,26,25,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,464,825,NA,NA,NA,NA,8,NA,NA,NA,NA,NA
NA,NA,NA,147,NA,NA,683,1281,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
4,NA,NA,89,11,1,1271,1628,NA,NA,NA,NA,1,43,NA,NA,NA,NA
7,41,NA,154,14,5,2368,1793,NA,NA,NA,NA,19,70,NA,NA,0,NA
1,56,NA,170,40,0,1428,1978,368,NA,NA,NA,11,147,NA,NA,0,NA
1,52,249,198,42,4,1849,1898,433,NA,90,2,25,277,18,NA,0,NA
3,59,334,169,30,8,2444,2232,NA,NA,174,1,39,283,37,NA,672,NA
6,73,468,184,50,14,2851,2929,358,NA,184,1,52,324,40,NA,NA,NA
12,97,456,255,58,13,3425,2666,798,NA,150,1,42,374,76,NA,NA,NA
6,96,510,301,38,31,4101,2509,682,NA,156,NA,35,642,197,NA,NA,10
5,107,618,519,63,53,4261,2149,699,NA,144,2,62,767,175,NA,NA,6
12,43,638,606,57,54,4477,1600,625,169,124,6,61,808,151,NA,NA,3
30,45,835,834,27,125,4113,1573,657,136,125,1,59,910,269,NA,NA,4
27,65,1220,959,68,111,4093,1392,964,136,109,3,44,1064,282,NA,NA,11
36,51,1176,872,84,58,4153,1784,1141,119,160,0.003,60,819,263,NA,NA,13
30,59,1233,1225,96,60,3917,1786,1226,145,134,0.003,64,723,117,396,NA,6
42,50,1292,1165,105,49,3926,2037,983,84,118,1,53,724,92,299,NA,17
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74
NA,NA,NA,NA,NA,NA,75,19,NA,NA,NA,NA,0,NA,NA,NA,NA,96
NA,NA,NA,15,NA,NA,105,16,NA,NA,NA,NA,0,NA,NA,NA,NA,102
1,NA,NA,7,0,0,165,28,NA,NA,NA,NA,0,0,NA,NA,NA,120
0,2,NA,15,0,0,277,24,NA,NA,NA,NA,0,3,NA,NA,NA,NA
0,1,NA,6,0,0,222,20,5,NA,NA,NA,0,1,NA,NA,NA,NA
0,1,NA,18,0,0,359,0,13,NA,NA,NA,1,12,0,NA,NA,NA
0,0,NA,6,1,0,504,0,NA,NA,NA,NA,0,4,0,NA,NA,NA
0,7,NA,10,0,0,581,30,5,NA,NA,NA,0,8,13,NA,NA,1442
0,1,NA,9,0,0,616,23,14,NA,NA,NA,1,6,0,NA,NA,1228
0,1,NA,9,0,0,586,29,20,NA,NA,NA,0,17,6,NA,NA,1085
1,3,NA,37,0,0,638,21,7,NA,NA,NA,0,7,20,NA,NA,1700
0,1,NA,9,0,0,634,7,16,12,NA,NA,0,13,11,NA,NA,1921
0,2,NA,21,0,0,563,7,10,8,NA,NA,0,19,2,NA,NA,1839
13,0,7,10,0,0,610,16,9,46,NA,NA,3,9,9,NA,NA,1310
