Australia,Austria,Belgium,Canada,Denmark,Finland,France,Germany,Italy,Japan,Netherlands,New Zealand,Norway,Spain,Sweden,Switzerland,UK,USA
0,1,NA,267,NA,0,2,0,0,NA,1,1,1,2,1,NA,NA,NA
1,0,NA,283,NA,0,4,0,NA,NA,3,NA,0,0,1,NA,NA,NA
1,0,NA,240,NA,0,3,11,0,NA,1,NA,0,0,0,NA,NA,NA
1,0,NA,193,NA,0,4,5,2,NA,0,0.001,0,3,0,NA,NA,NA
0,0,NA,291,NA,0,3,7,1,NA,1,NA,0,3,0,NA,NA,460
0,1,NA,339,NA,0,2,1,4,NA,2,0.001,1,2,0,NA,NA,388
0,1,NA,374,NA,0,7,0,1,7,1,4,0,0,1,NA,NA,355
0,0,NA,566,0,0,1,3,0,8,1,1,0,3,2,NA,NA,668
0,4,NA,428,0,0,1,1,0,10,2,3,0,0,1,NA,NA,1100
1,1,NA,497,0,0,4,5,1,7,12,1,0,3,0,NA,NA,1033
1,0,NA,430,NA,1,7,4,0,13,2,2,0,0,0,0,NA,582
1,3,NA,450,NA,0,4,5,1,5,1,2,0,3,1,0,NA,966
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1204
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1374,NA,NA,NA,NA,NA,997
NA,NA,NA,NA,NA,NA,0,10,NA,NA,NA,2238,0,NA,NA,NA,NA,985
NA,NA,NA,0,NA,NA,0,15,NA,NA,NA,2125,0,NA,NA,NA,NA,922
1017,NA,NA,5,1,0,0,2,NA,NA,NA,2161,0,1,NA,NA,NA,832
58,0,NA,0,1,0,0,4,NA,NA,NA,1544,0,0,NA,NA,NA,774
73,0,NA,0,0,0,0,7,3,NA,NA,1804,0,0,NA,NA,NA,NA
49,0,NA,0,0,0,2,0,5,NA,NA,2448,0,0,1,NA,NA,NA
62,0,NA,0,0,0,0,0,NA,NA,NA,2003,0,1,1,NA,NA,NA
61,0,NA,0,0,0,1,0,7,NA,NA,725,0,0,0,NA,NA,NA
55,0,NA,0,0,1,1,6,7,NA,NA,711,0,0,1,NA,NA,62
61,2,NA,0,0,0,1,2,0,NA,NA,874,0,0,0,NA,NA,57
59,1,NA,0,0,0,1,97,3,NA,NA,1431,0,0,2,NA,NA,58
65,0,NA,0,1,0,7,0,4,55,NA,1279,0,0,0,NA,NA,76
36,0,NA,0,3,0,4,2,8,57,NA,1218,0,1,1,NA,NA,142
57,0,NA,0,1,0,11,7,5,53,NA,1267,0,0,0,NA,NA,140
72,0,NA,0,0,0,7,1,3,79,NA,1193,0,0,2,NA,NA,64
98,0,NA,0,NA,0,9,3,1,62,1,1040,0,1,0,0,NA,88
59,1,NA,0,1,0,8,0,1,55,5,1489,0,0,0,0,NA,114
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
NA,NA,NA,NA,NA,NA,0,11,NA,NA,NA,NA,0,NA,NA,NA,NA,79
NA,NA,NA,0,NA,NA,0,8,NA,NA,NA,NA,0,NA,NA,NA,NA,108
NA,NA,NA,0,NA,0,0,7,NA,NA,NA,NA,0,1,NA,NA,NA,74
0,0,NA,0,NA,0,0,12,NA,NA,NA,NA,1,1,NA,NA,NA,NA
0,1,NA,0,NA,0,0,16,9,NA,NA,NA,0,3,NA,NA,NA,NA
0,0,NA,0,NA,0,1,0,2,NA,NA,NA,0,15,0,NA,NA,NA
0,0,NA,0,NA,0,4,0,NA,NA,NA,NA,0,12,0,NA,NA,NA
0,1,NA,0,NA,0,6,6,4,NA,NA,NA,0,10,0,NA,NA,NA
0,0,NA,0,NA,0,6,7,5,NA,NA,NA,0,5,0,NA,NA,NA
0,0,NA,0,NA,0,3,6,5,NA,NA,NA,0,21,0,NA,NA,NA
0,0,NA,0,NA,0,3,3,1,NA,NA,NA,0,16,0,NA,NA,7
0,0,NA,0,NA,0,6,3,1,5,NA,NA,1,38,1,NA,NA,7
0,0,NA,0,NA,0,6,5,2,8,NA,NA,0,34,0,NA,NA,7
2,0,1,0,NA,0,6,2,3,4,NA,NA,0,30,0,NA,NA,5
0,0,5,0,NA,0,13,5,6,7,2,NA,0,13,0,NA,NA,6
0,0,3,NA,NA,0,9,3,1,8,NA,NA,0,11,1,1,NA,3
NA,0,NA,0,NA,0,12,5,2,5,1,NA,0,8,1,1,NA,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,10
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
NA,NA,NA,NA,NA,NA,0,80,NA,NA,NA,NA,8,NA,NA,NA,NA,NA
NA,NA,NA,2495,NA,NA,0,90,NA,NA,NA,NA,2,NA,NA,NA,1000,6
123,NA,NA,3293,3,2,0,111,NA,NA,NA,NA,3,9,NA,NA,2000,NA
4,33,NA,2022,1,0,0,79,NA,NA,NA,NA,6,7,NA,NA,268,NA
4,14,NA,1581,1,0,0,111,10,NA,NA,NA,1,8,NA,NA,176,NA
5,7,NA,2029,0,0,39,0,6,NA,29,8,1,15,21,NA,1107,NA
3,15,NA,3564,2,0,53,0,NA,NA,25,NA,0,8,9,NA,550,4004
4,10,NA,2538,1,0,8,254,6,NA,24,33,0,35,38,NA,NA,2623
3,6,NA,2042,0,0,23,343,14,NA,23,27,1,45,11,NA,NA,1690
1,17,NA,2111,1,0,37,302,56,NA,49,64,3,57,18,NA,NA,2393
15,27,NA,2364,0,0,33,545,24,NA,41,105,7,130,14,NA,NA,3007
18,30,NA,2227,0,13,46,629,9,193,41,69,2,109,25,NA,1000,4535
2,23,NA,1649,2,0,113,633,2,353,121,420,2,85,9,NA,2000,2444
17,31,7,2357,2,0,111,471,5,239,121,556,12,90,22,NA,6000,3929
6,65,9,2025,0,0,135,510,15,384,231,550,7,67,108,NA,5000,5829
11,59,15,2800,5,0,103,782,32,317,337,588,4,136,30,106,6000,9462
30,52,NA,2300,NA,1,146,854,18,375,175,490,4,165,87,105,3000,6251
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10745
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13390
NA,NA,NA,NA,NA,NA,733,315,NA,NA,NA,NA,5,NA,NA,NA,NA,4558
NA,NA,NA,132,NA,NA,910,380,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
10,NA,NA,96,4,5,1585,352,NA,NA,NA,NA,7,188,NA,NA,NA,NA
13,28,NA,97,9,2,3005,291,NA,NA,NA,NA,6,291,NA,NA,NA,NA
4,44,NA,105,7,2,1940,283,3453,NA,NA,NA,11,492,NA,NA,NA,NA
9,23,NA,117,7,2,1951,0,4669,NA,42,NA,6,1824,14,NA,NA,2091
1,30,NA,95,6,6,2284,0,2592,NA,53,1,13,1912,10,NA,NA,1897
9,64,NA,182,7,10,2533,260,1744,NA,48,NA,17,2048,22,NA,NA,1577
6,48,NA,152,4,1,2609,279,8476,NA,51,1,8,2855,21,NA,NA,2824
4,39,NA,205,3,8,2527,246,5317,NA,59,NA,4,6878,26,NA,NA,4090
7,43,NA,208,2,7,2504,228,2910,NA,42,1,9,6908,16,NA,NA,3861
12,27,NA,365,7,10,3284,223,2280,159,29,NA,14,6795,33,NA,NA,2210
8,31,NA,386,6,5,3293,210,2282,108,29,NA,12,11602,44,NA,NA,3370
7,30,235,454,9,11,3629,226,4770,185,28,1,8,12688,39,NA,NA,4536
7,35,300,465,9,12,4253,277,4858,121,36,0.002,22,9040,51,NA,NA,3201
8,51,276,540,11,6,4541,265,8851,145,24,NA,12,5299,51,121,NA,2988
10,47,304,520,9,5,4555,270,6608,161,25,0.001,20,4784,58,118,NA,2723
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3171
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2758
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA
0,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,148,NA,NA,NA,NA
0,NA,NA,0,5,0,0,NA,NA,NA,NA,NA,NA,526,NA,NA,NA,NA
0,NA,NA,0,4,0,0,NA,NA,NA,NA,2,NA,344,0,NA,NA,NA
0,NA,NA,0,5,0,0,NA,NA,NA,NA,3,NA,340,0,NA,NA,NA
0,NA,NA,0,1,0,0,NA,0,NA,NA,NA,NA,307,0,NA,NA,NA
0,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,232,0,NA,NA,NA
0,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,404,0,NA,NA,NA
0,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,427,0,NA,NA,NA
0,NA,NA,0,62,29,0,NA,0,0,NA,NA,NA,385,215,NA,NA,NA
42,6323,NA,71,160,219,0,NA,4881,21,NA,NA,502,364,1895,5398,NA,NA
202,6037,175,305,83,219,0,5396,5581,26,NA,5,397,269,1791,4937,NA,NA
202,4560,201,385,77,55,0,7024,4778,102,NA,15,224,272,1021,2624,NA,NA
266,7134,362,285,106,41,0,16666,5056,210,279,10,212,400,864,2346,NA,NA
236,6051,329,300,87,32,0,16524,1489,113,250,19,329,400,1028,1967,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,0,15,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,26,NA,NA,0,27,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
23,NA,NA,15,1,0,0,26,NA,NA,NA,NA,0,2,NA,NA,NA,NA
10,1,NA,19,0,0,0,18,NA,NA,NA,NA,1,1,NA,NA,0,1126
16,3,NA,17,1,0,0,18,23,NA,NA,NA,1,0,NA,NA,0,1084
16,0,NA,24,5,0,20,0,32,NA,4,3,0,2,3,NA,0,899
12,3,NA,11,0,1,15,0,NA,NA,0,NA,0,5,5,NA,343,1118
41,3,NA,10,0,0,10,15,27,NA,1,4,0,0,2,NA,NA,1505
27,2,NA,17,0,1,19,21,43,NA,2,8,0,3,0,NA,NA,1529
42,2,NA,20,1,0,11,15,31,NA,0,9,0,5,2,NA,NA,1246
29,1,NA,32,0,0,13,14,22,NA,2,9,0,4,1,NA,NA,1431
33,2,NA,12,0,0,11,26,22,14,1,6,1,2,6,NA,NA,1894
45,0,NA,11,1,1,13,11,23,7,1,6,0,3,2,NA,NA,2192
41,1,4,21,0,0,11,8,22,16,2,12,0,3,0,NA,NA,1831
38,4,1,11,0,1,12,13,30,16,NA,16,0,3,0,NA,NA,1935
58,1,1,10,1,0,11,17,15,15,3,4,1,4,5,3,NA,2009
37,0,NA,10,NA,2,29,14,14,19,NA,1,1,2,4,6,NA,2036
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,0,992,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
NA,NA,NA,60,NA,NA,0,837,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
9,NA,NA,74,28,5,0,1230,NA,NA,NA,NA,11,14,NA,NA,NA,NA
14,138,NA,76,20,2,0,1663,NA,NA,NA,NA,17,25,NA,NA,NA,NA
12,264,NA,37,19,5,0,1912,80,NA,NA,NA,39,121,NA,NA,NA,NA
66,220,NA,167,29,3,13,0,84,NA,81,12,21,303,40,NA,NA,NA
130,167,NA,280,20,3,20,0,NA,NA,111,2,27,264,92,NA,NA,NA
343,132,NA,289,8,5,27,1039,86,NA,91,4,21,192,69,NA,NA,NA
171,92,NA,253,20,0,38,675,112,NA,76,1,74,103,87,NA,NA,NA
134,111,NA,251,9,13,56,520,119,NA,44,3,19,127,65,NA,NA,NA
634,73,NA,136,8,4,96,407,100,NA,33,6,25,115,29,NA,NA,NA
513,48,NA,87,14,5,96,308,108,37,45,2,27,88,53,NA,NA,NA
599,34,NA,63,9,10,107,267,106,17,53,5,22,109,43,NA,NA,NA
290,16,42,66,8,14,96,257,84,42,67,3,24,100,47,NA,NA,NA
213,30,52,54,8,6,92,231,78,34,82,NA,12,72,33,NA,NA,NA
472,28,53,150,10,5,94,219,106,30,67,1,12,67,44,17,NA,NA
154,36,NA,130,5,5,84,201,68,35,29,NA,18,53,39,8,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235,NA,NA,NA,NA,1000,NA
NA,NA,NA,NA,NA,NA,0,124,NA,NA,NA,248,5,NA,NA,NA,2000,NA
NA,NA,NA,530,NA,NA,0,140,NA,NA,NA,280,8,NA,NA,NA,1000,2028
1043,NA,NA,431,14,3,0,149,NA,NA,NA,280,16,8,NA,NA,2000,1158
786,14,NA,298,9,5,0,176,NA,NA,NA,263,21,9,NA,NA,807,1346
838,8,NA,652,19,7,0,174,13,NA,NA,263,19,10,NA,NA,704,1531
1015,5,NA,753,11,2,18,0,12,NA,73,334,26,6,74,NA,2207,1650
1606,13,NA,842,8,7,27,0,NA,NA,92,436,15,9,49,NA,964,2921
1989,22,NA,939,15,6,35,282,15,NA,98,342,23,9,82,NA,NA,1883
2480,19,NA,716,20,6,36,276,27,NA,98,325,17,7,39,NA,NA,3211
3092,12,NA,482,27,4,56,327,43,NA,71,263,30,26,22,NA,NA,5231
4077,16,NA,629,17,13,49,273,15,NA,101,261,25,13,18,NA,NA,5504
3621,23,NA,433,39,6,74,411,20,477,107,258,46,29,67,NA,NA,2930
2464,28,NA,1228,47,10,89,568,9,512,111,242,50,26,98,NA,NA,3598
2448,30,44,1383,52,23,74,346,19,561,153,218,59,28,107,NA,NA,3577
2102,24,40,740,40,16,101,331,29,398,151,186,58,31,66,NA,NA,2397
1873,32,50,1690,43,6,99,470,20,486,197,232,58,34,59,219,NA,NA
1493,49,NA,455,52,16,110,456,17,438,221,234,69,34,21,204,4000,NA
NA,NA,NA,NA,NA,NA,NA,2881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,2459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,21,2315,NA,NA,NA,NA,2,NA,NA,NA,NA,191
33,805,NA,58,NA,NA,49,2091,NA,NA,NA,NA,4,NA,NA,NA,NA,143
43,699,NA,55,6,0,13,1818,NA,NA,NA,NA,6,4,NA,125,NA,141
26,593,NA,34,6,2,26,1989,NA,NA,NA,NA,2,13,NA,122,NA,256
26,581,NA,37,3,0,27,1917,183,NA,NA,NA,6,17,NA,111,NA,245
18,511,NA,29,4,2,17,1848,218,NA,NA,7,0,55,11,86,NA,247
25,614,NA,24,4,0,38,2589,NA,NA,NA,3,3,46,21,73,NA,180
34,476,NA,17,7,1,26,2274,149,NA,NA,5,5,59,12,84,NA,166
22,428,NA,14,6,4,19,2029,250,NA,NA,13,5,71,16,91,NA,300
31,594,NA,17,9,2,18,2372,221,NA,NA,4,8,152,34,80,NA,314
21,546,NA,21,19,5,7,1489,333,NA,NA,7,11,159,36,108,NA,197
46,619,NA,8,23,6,0,1086,327,132,NA,3,12,199,50,108,NA,218
50,733,NA,23,33,14,0,1201,362,158,NA,5,29,260,63,115,NA,227
81,742,149,19,60,19,0,1218,314,106,NA,6,59,200,74,186,NA,216
48,756,193,26,45,16,0,1242,203,28,160,5,26,144,60,167,NA,NA
46,815,181,5,44,7,0,1591,191,56,187,19,46,151,48,144,NA,NA
47,1344,140,10,46,11,0,2486,192,41,170,49,38,185,68,382,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,8
NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0,NA,NA,NA,NA,8
31,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,12
34,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,18
41,0,NA,NA,1,0,0,0,0,NA,NA,NA,1,0,NA,NA,NA,12
53,0,NA,NA,0,0,0,0,0,NA,NA,14,0,0,0,NA,NA,23
47,0,NA,0,0,0,0,0,NA,NA,NA,35,0,0,0,NA,NA,15
77,0,NA,0,0,0,0,1,0,NA,NA,77,0,0,0,NA,NA,16
60,0,NA,0,0,3,1,3,0,NA,NA,78,0,0,1,NA,NA,11
48,0,NA,0,0,0,0,1,1,NA,NA,39,0,0,0,NA,NA,13
73,0,NA,0,0,1,1,1,0,NA,NA,60,0,0,0,NA,NA,18
30,0,NA,0,0,1,0,0,0,51,NA,67,0,1,0,NA,NA,42
63,2,NA,0,NA,0,0,1,0,47,NA,63,0,0,0,NA,NA,22
41,1,5,0,NA,0,0,0,2,66,NA,83,0,0,0,NA,NA,2933
59,0,0,10,NA,0,0,2,1,88,1,65,0,0,0,NA,NA,2426
50,3,1,0,NA,0,0,7,0,79,NA,66,0,0,0,0,NA,2362
47,1,NA,0,NA,0,0,3,0,60,NA,71,0,0,0,0,NA,3072
NA,NA,NA,NA,NA,904,NA,NA,NA,NA,NA,NA,566,NA,NA,NA,NA,2269
NA,NA,NA,NA,1264,474,NA,NA,NA,NA,NA,333,392,NA,2807,NA,1000,2835
NA,NA,NA,NA,1523,312,68,1123,NA,NA,NA,345,392,NA,534,NA,NA,2048
NA,NA,NA,1198,2517,295,35,1455,NA,NA,NA,151,367,NA,448,NA,NA,2367
537,NA,NA,946,1713,457,52,1160,NA,NA,1392,491,518,11,1064,NA,NA,3350
811,38,NA,1304,1240,360,79,1127,1083,NA,285,481,1058,20,778,NA,138,2557
608,57,NA,1499,986,110,44,701,869,NA,182,320,1160,22,441,NA,55,1938
286,63,NA,1361,940,171,74,577,548,NA,137,343,1541,52,633,NA,293,2256
298,81,NA,988,979,278,82,485,NA,NA,780,285,1055,17,691,NA,230,2831
281,46,NA,598,1009,291,69,395,239,NA,58,212,2173,11,912,NA,NA,2918
231,50,NA,799,483,201,62,457,240,NA,33,73,1732,0,1349,NA,NA,2385
217,65,NA,1172,292,196,62,409,271,NA,20,159,1185,7,1123,NA,NA,2641
183,66,NA,980,146,359,96,249,749,NA,25,69,1103,14,1314,NA,NA,2442
233,113,NA,896,99,287,103,144,327,0,22,50,1199,19,2974,NA,NA,2555
334,256,NA,983,100,583,86,140,393,0,82,25,1636,41,3781,NA,NA,NA
155,258,53,750,82,601,85,255,1070,1,19,22,1231,118,4064,NA,NA,NA
434,250,48,988,80,840,139,441,1545,1,36,23,1270,77,6902,NA,NA,NA
671,180,89,1195,79,1041,219,2486,1185,0,25,29,1641,39,6819,455,NA,NA
374,485,NA,1255,135,745,224,1266,711,2,25,22,1704,23,3082,400,NA,311
1021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,66
1654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3933,NA,NA,NA,NA,1000,104
2792,NA,NA,NA,NA,NA,65,1103,NA,NA,NA,1904,13,NA,NA,NA,3000,156
3607,NA,NA,1557,NA,NA,65,1004,NA,NA,NA,2835,25,NA,NA,NA,4000,187
3631,NA,NA,2062,40,15,64,945,NA,NA,NA,4056,41,15,NA,NA,6000,181
4681,77,NA,1634,48,3,78,961,NA,NA,NA,3384,54,32,NA,NA,11659,137
5663,98,NA,1701,42,19,141,1061,56,NA,NA,3536,39,40,NA,NA,12041,167
6178,83,NA,1953,64,15,77,1207,76,NA,873,3450,40,57,79,NA,14246,207
6813,72,NA,2090,38,17,147,1173,NA,NA,912,4741,37,69,171,NA,13075,239
7192,124,NA,1631,61,37,145,1226,73,NA,703,2914,56,72,165,NA,21000,172
5882,72,NA,1452,38,30,138,1089,66,NA,601,1810,41,63,139,NA,20000,231
7132,96,NA,1332,40,10,110,970,147,NA,522,1385,44,109,106,NA,30000,265
5704,71,NA,1102,29,34,122,842,78,NA,484,1530,46,128,93,NA,24000,299
4788,94,NA,1267,45,29,162,897,55,444,516,1817,75,127,91,NA,16000,NA
5378,67,NA,1298,48,23,184,844,51,444,600,2071,102,145,74,NA,13000,NA
6936,65,213,1227,47,27,198,886,99,590,873,3087,63,171,100,NA,14000,NA
11271,75,156,1316,53,25,210,699,77,333,670,1742,67,111,96,NA,8000,NA
11105,75,182,1350,48,30,190,698,69,371,586,1225,59,130,78,253,NA,399
8100,44,207,1035,38,15,206,804,59,371,658,1231,59,165,97,244,4000,339
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,577
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,747
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,829
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,949
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,832
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,838
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2773
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1850
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6654
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5489
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5136
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4306
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3092
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3090
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2366
1578,NA,NA,9147,NA,NA,NA,NA,NA,NA,NA,NA,392,NA,NA,NA,1000,3753
1431,NA,NA,6680,NA,NA,NA,NA,NA,NA,NA,1006,242,NA,NA,NA,NA,4245
1953,NA,NA,8942,NA,NA,834,7196,NA,NA,NA,1343,280,NA,NA,NA,1000,4144
2143,NA,NA,6159,314,NA,910,6248,NA,NA,NA,1131,354,NA,NA,NA,1000,3126
2171,NA,NA,5071,227,26,1286,4732,NA,NA,NA,603,377,11,NA,NA,1000,4318
1632,49,NA,3329,185,48,1765,2823,2724,NA,NA,621,436,2,NA,NA,2675,5505
1194,80,NA,4728,169,17,1229,2276,2834,NA,NA,682,407,9,NA,NA,1647,11750
1494,31,NA,5849,173,31,1349,2475,4154,NA,292,708,254,25,111,NA,3611,8751
1759,63,NA,5520,161,25,2070,1957,3749,NA,289,908,382,28,139,NA,2149,6637
2399,62,NA,4968,150,37,1651,1733,2973,NA,258,666,356,25,114,NA,4000,10444
2274,59,NA,4448,112,19,1372,1358,4218,NA,233,455,309,21,120,NA,6000,9384
2083,67,NA,4135,42,30,1550,1102,5199,NA,156,345,332,41,98,NA,5000,NA
2978,52,NA,4690,87,31,1797,1006,3924,NA,116,294,271,32,111,NA,6000,NA
3296,37,NA,4490,60,17,1455,768,3676,1363,123,304,223,36,189,NA,6000,NA
3752,40,NA,3934,86,30,1663,1038,3778,1064,96,444,259,47,170,NA,NA,NA
4795,50,53,4509,90,74,1971,1090,6610,1145,149,667,293,79,165,NA,5000,NA
5250,51,54,4269,106,94,2894,1212,6317,1309,120,523,226,62,154,NA,7000,NA
5760,30,71,4180,96,43,2741,1181,7105,1200,142,585,178,52,138,673,11000,NA
4893,36,NA,3100,70,89,2460,1332,6789,1364,161,677,204,49,122,511,6000,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386
NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,935
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1187
NA,NA,NA,NA,NA,NA,0,1379,NA,NA,NA,NA,31,NA,NA,NA,NA,2041
NA,NA,NA,558,NA,NA,0,1191,NA,NA,NA,NA,33,NA,NA,NA,NA,1523
369,NA,NA,824,18,2,0,1215,NA,NA,NA,NA,33,3,NA,NA,1000,1720
465,146,NA,729,16,4,0,793,NA,NA,NA,NA,47,9,NA,NA,92,1565
572,117,NA,539,14,5,0,526,50,NA,NA,NA,90,7,NA,NA,118,1661
580,82,NA,761,44,2,16,0,41,NA,236,72,61,24,43,NA,36,1680
